day,symbol,spread
8/31/2022,USDJPY.fix,0.03
9/1/2022,XAUUSD.fix,0.8
9/26/2022,GBPJPY.fix,0.08
9/27/2022,USDCHF.fix,0.0004
9/29/2022,GBPJPY.fix,0.08
10/11/2022,GBPJPY.fix,0.08
10/20/2022,XAUUSD.fix,0.8
11/2/2022,EURUSD.fix,0.0002
11/10/2022,EURGBP.fix,0.0003
11/21/2022,EURUSD.fix,0.0002
12/5/2022,GBPUSD.fix,0.0003
12/15/2022,USDCAD.fix,0.0004
12/15/2022,USDCHF.fix,0.0004
8/2/2022,EURJPY.fix,0.04
8/14/2022,AUDUSD.fix,0.0004
8/21/2022,USDCAD.fix,0.0004
9/11/2022,XAUUSD.fix,0.8
9/21/2022,EURJPY.fix,0.04
9/28/2022,GBPJPY.fix,0.08
9/30/2022,XAGUSD.fix,0.06
10/3/2022,XAGUSD.fix,0.06
10/20/2022,USDJPY.fix,0.03
10/27/2022,XAUUSD.fix,0.8
11/4/2022,NZDUSD.fix,0.0004
12/5/2022,XAGUSD.fix,0.06
12/9/2022,USDCHF.fix,0.0004
12/12/2022,GBPUSD.fix,0.0003
12/21/2022,EURJPY.fix,0.04
1/23/2023,XRPUSD.test,0.00102
2/21/2023,XRPUSD.test,0.00102
8/15/2022,AUDUSD.fix,0.0004
8/19/2022,AUDUSD.fix,0.0004
8/22/2022,USDCHF.fix,0.0004
8/24/2022,EURGBP.fix,0.0003
9/2/2022,USDJPY.fix,0.03
9/4/2022,USDCHF.fix,0.0004
9/7/2022,EURUSD.fix,0.0002
10/2/2022,EURJPY.fix,0.04
10/9/2022,GBPUSD.fix,0.0003
10/9/2022,XAGUSD.fix,0.06
10/16/2022,USDCAD.fix,0.0004
10/17/2022,EURGBP.fix,0.0003
11/9/2022,USDCAD.fix,0.0004
11/21/2022,USDCHF.fix,0.0004
12/2/2022,EURUSD.fix,0.0002
8/25/2022,USDJPY.fix,0.03
8/28/2022,EURGBP.fix,0.0003
10/13/2022,XAUUSD.fix,0.8
10/25/2022,XAGUSD.fix,0.06
10/28/2022,XAGUSD.fix,0.06
11/2/2022,EURJPY.fix,0.04
11/6/2022,NZDUSD.fix,0.0004
11/14/2022,EURGBP.fix,0.0003
11/18/2022,GBPUSD.fix,0.0003
11/18/2022,USDJPY.fix,0.03
11/20/2022,NZDUSD.fix,0.0004
11/20/2022,USDCAD.fix,0.0004
11/23/2022,GBPUSD.fix,0.0003
11/29/2022,XAUUSD.fix,0.8
1/17/2023,XRPUSD.test,0.00102
2/26/2023,XRPUSD.test,0.0003
8/9/2022,XAUUSD.fix,0.8
8/17/2022,USDCHF.fix,0.0004
8/26/2022,NZDUSD.fix,0.0004
8/28/2022,NZDUSD.fix,0.0004
9/9/2022,EURUSD.fix,0.0002
9/9/2022,XAGUSD.fix,0.06
9/14/2022,EURUSD.fix,0.0002
9/27/2022,GBPUSD.fix,0.0003
9/29/2022,USDCHF.fix,0.0004
10/27/2022,GBPUSD.fix,0.0003
10/30/2022,NZDUSD.fix,0.0004
10/30/2022,XAGUSD.fix,0.06
11/15/2022,GBPJPY.fix,0.08
11/18/2022,EURJPY.fix,0.04
12/9/2022,NZDUSD.fix,0.0004
12/13/2022,GBPUSD.fix,0.0003
12/13/2022,XAGUSD.fix,0.06
12/18/2022,USDCAD.fix,0.0004
12/18/2022,XRPUSD.test,0.0003
8/2/2022,AUDUSD.fix,0.0004
8/18/2022,EURJPY.fix,0.04
9/14/2022,USDJPY.fix,0.03
9/20/2022,EURUSD.fix,0.0002
10/6/2022,EURUSD.fix,0.0002
10/21/2022,XAUUSD.fix,0.8
11/7/2022,USDCHF.fix,0.0004
12/13/2022,XAUUSD.fix,0.8
12/18/2022,NZDUSD.fix,0.0004
12/20/2022,GBPJPY.fix,0.08
12/20/2022,USDJPY.fix,0.03
1/27/2023,XRPUSD.test,0.00102
8/14/2022,EURGBP.fix,0.0003
8/14/2022,USDCHF.fix,0.0004
8/24/2022,NZDUSD.fix,0.0004
9/19/2022,AUDUSD.fix,0.0004
9/19/2022,USDCAD.fix,0.0004
9/27/2022,XAGUSD.fix,0.06
10/2/2022,GBPJPY.fix,0.08
11/9/2022,GBPUSD.fix,0.0003
1/23/2023,TRXUSD,0.00024
1/31/2023,TRXUSD,0.00024
8/16/2022,GBPUSD.fix,0.0003
8/28/2022,USDCAD.fix,0.0004
9/4/2022,EURJPY.fix,0.04
9/5/2022,GBPUSD.fix,0.0003
9/16/2022,NZDUSD.fix,0.0004
10/7/2022,NZDUSD.fix,0.0004
10/9/2022,GBPJPY.fix,0.08
10/14/2022,EURGBP.fix,0.0003
10/24/2022,AUDUSD.fix,0.0004
10/27/2022,USDJPY.fix,0.03
11/8/2022,GBPJPY.fix,0.08
11/25/2022,EURGBP.fix,0.0003
11/30/2022,GBPJPY.fix,0.08
12/11/2022,USDJPY.fix,0.03
12/13/2022,NZDUSD.fix,0.0004
12/22/2022,USDCHF.fix,0.0004
2/3/2023,XRPUSD.test,0.00102
2/5/2023,TWTUSD,0.00193
2/5/2023,TWTUSD,0.00203
8/9/2022,XAGUSD.fix,0.06
8/11/2022,EURGBP.fix,0.0003
8/22/2022,EURJPY.fix,0.04
8/26/2022,USDCAD.fix,0.0004
8/30/2022,USDJPY.fix,0.03
9/20/2022,USDJPY.fix,0.03
9/28/2022,USDCAD.fix,0.0004
10/12/2022,GBPUSD.fix,0.0003
10/13/2022,USDCHF.fix,0.0004
10/23/2022,EURGBP.fix,0.0003
11/1/2022,GBPJPY.fix,0.08
11/2/2022,GBPUSD.fix,0.0003
12/8/2022,USDCHF.fix,0.0004
12/18/2022,GBPUSD.fix,0.0003
12/21/2022,USDCAD.fix,0.0004
12/24/2022,XRPUSD.test,0.0003
12/28/2022,XRPUSD.test,0.00102
12/30/2022,XRPUSD.test,0.00102
1/29/2023,TRXUSD,0.00024
2/21/2023,TWTUSD,0.001
8/23/2022,EURJPY.fix,0.04
8/31/2022,AUDUSD.fix,0.0004
9/2/2022,XAGUSD.fix,0.06
9/4/2022,XAGUSD.fix,0.06
9/14/2022,NZDUSD.fix,0.0004
9/27/2022,XAUUSD.fix,0.8
10/18/2022,GBPJPY.fix,0.08
10/24/2022,EURGBP.fix,0.0003
10/28/2022,AUDUSD.fix,0.0004
11/17/2022,USDCAD.fix,0.0004
11/24/2022,GBPJPY.fix,0.08
12/18/2022,AUDUSD.fix,0.0004
12/21/2022,EURUSD.fix,0.0002
8/5/2022,EURGBP.fix,0.0003
8/7/2022,GBPJPY.fix,0.08
9/15/2022,USDCHF.fix,0.0004
9/21/2022,XAGUSD.fix,0.06
11/6/2022,GBPJPY.fix,0.08
11/8/2022,AUDUSD.fix,0.0004
11/23/2022,AUDUSD.fix,0.0004
12/4/2022,XRPUSD.test,0.00101
7/31/2022,GBPUSD.fix,0.0003
8/5/2022,GBPUSD.fix,0.0003
8/7/2022,EURUSD.fix,0.0002
8/8/2022,USDCAD.fix,0.0004
8/8/2022,XAUUSD.fix,0.8
8/14/2022,EURJPY.fix,0.04
8/14/2022,NZDUSD.fix,0.0004
8/19/2022,NZDUSD.fix,0.0004
9/4/2022,EURGBP.fix,0.0003
9/19/2022,EURGBP.fix,0.0003
9/19/2022,GBPUSD.fix,0.0003
10/12/2022,EURUSD.fix,0.0002
10/14/2022,USDJPY.fix,0.03
10/18/2022,GBPUSD.fix,0.0003
11/2/2022,USDCHF.fix,0.0004
11/6/2022,EURJPY.fix,0.04
11/7/2022,EURJPY.fix,0.04
11/15/2022,NZDUSD.fix,0.0004
11/24/2022,XAUUSD.fix,0.8
12/6/2022,AUDUSD.fix,0.0004
12/7/2022,GBPUSD.fix,0.0003
12/13/2022,USDJPY.fix,0.03
12/15/2022,USDJPY.fix,0.03
12/18/2022,EURGBP.fix,0.0003
8/3/2022,USDCHF.fix,0.0004
8/4/2022,USDCHF.fix,0.0004
8/8/2022,EURJPY.fix,0.04
8/11/2022,USDCHF.fix,0.0004
8/18/2022,EURGBP.fix,0.0003
9/15/2022,EURGBP.fix,0.0003
9/16/2022,EURUSD.fix,0.0002
9/23/2022,NZDUSD.fix,0.0004
10/3/2022,EURJPY.fix,0.04
10/7/2022,XAUUSD.fix,0.8
10/11/2022,USDJPY.fix,0.03
10/19/2022,USDCAD.fix,0.0004
10/27/2022,USDCHF.fix,0.0004
11/11/2022,AUDUSD.fix,0.0004
11/17/2022,USDJPY.fix,0.03
11/25/2022,USDJPY.fix,0.03
11/27/2022,GBPUSD.fix,0.0003
11/29/2022,EURGBP.fix,0.0003
12/6/2022,EURJPY.fix,0.04
2/26/2023,TWTUSD,0.001
8/30/2022,AUDUSD.fix,0.0004
9/5/2022,EURGBP.fix,0.0003
9/12/2022,XAGUSD.fix,0.06
9/21/2022,USDJPY.fix,0.03
9/22/2022,EURUSD.fix,0.0002
10/3/2022,GBPJPY.fix,0.08
10/9/2022,EURGBP.fix,0.0003
11/23/2022,XAGUSD.fix,0.06
11/29/2022,USDJPY.fix,0.03
12/11/2022,EURUSD.fix,0.0002
1/18/2023,XRPUSD.test,0.00102
8/18/2022,AUDUSD.fix,0.0004
8/22/2022,XAUUSD.fix,0.8
9/1/2022,USDJPY.fix,0.03
9/9/2022,AUDUSD.fix,0.0004
10/6/2022,USDCAD.fix,0.0004
10/6/2022,XAUUSD.fix,0.8
10/10/2022,GBPUSD.fix,0.0003
10/14/2022,GBPJPY.fix,0.08
10/17/2022,NZDUSD.fix,0.0004
10/18/2022,AUDUSD.fix,0.0004
10/23/2022,AUDUSD.fix,0.0004
11/8/2022,XAUUSD.fix,0.8
11/18/2022,AUDUSD.fix,0.0004
11/25/2022,AUDUSD.fix,0.0004
11/28/2022,USDCHF.fix,0.0004
12/4/2022,XAUUSD.fix,0.8
12/9/2022,AUDUSD.fix,0.0004
12/16/2022,USDCHF.fix,0.0004
12/17/2022,XRPUSD.test,0.00091
1/28/2023,TRXUSD,0.00024
2/17/2023,TRXUSD,0.00024
8/3/2022,EURGBP.fix,0.0003
8/8/2022,XAGUSD.fix,0.06
8/11/2022,EURJPY.fix,0.04
8/16/2022,XAGUSD.fix,0.06
9/2/2022,NZDUSD.fix,0.0004
10/4/2022,EURJPY.fix,0.04
10/13/2022,GBPUSD.fix,0.0003
10/18/2022,USDCHF.fix,0.0004
10/19/2022,NZDUSD.fix,0.0004
10/21/2022,USDCHF.fix,0.0004
10/23/2022,EURUSD.fix,0.0002
11/7/2022,XAUUSD.fix,0.8
11/10/2022,USDCAD.fix,0.0004
11/27/2022,USDCAD.fix,0.0004
12/9/2022,EURJPY.fix,0.04
12/20/2022,XAGUSD.fix,0.06
12/20/2022,XAUUSD.fix,0.8
12/21/2022,NZDUSD.fix,0.0004
12/22/2022,XAGUSD.fix,0.06
12/23/2022,XRPUSD.test,0.00091
2/15/2023,XRPUSD.test,0.00102
2/23/2023,XRPUSD.test,0.00102
8/8/2022,GBPUSD.fix,0.0003
8/22/2022,GBPJPY.fix,0.08
9/20/2022,GBPJPY.fix,0.08
9/20/2022,USDCAD.fix,0.0004
10/21/2022,USDJPY.fix,0.03
10/24/2022,USDJPY.fix,0.03
11/2/2022,AUDUSD.fix,0.0004
11/13/2022,EURJPY.fix,0.04
11/14/2022,GBPJPY.fix,0.08
11/22/2022,EURUSD.fix,0.0002
12/1/2022,EURUSD.fix,0.0002
12/19/2022,NZDUSD.fix,0.0004
12/29/2022,XRPUSD.test,0.00102
1/24/2023,XRPUSD.test,0.00102
1/30/2023,XRPUSD.test,0.00102
8/17/2022,NZDUSD.fix,0.0004
8/21/2022,XAUUSD.fix,0.8
8/25/2022,USDCAD.fix,0.0004
8/28/2022,USDCHF.fix,0.0004
8/30/2022,GBPUSD.fix,0.0003
9/6/2022,GBPUSD.fix,0.0003
9/20/2022,AUDUSD.fix,0.0004
9/30/2022,USDJPY.fix,0.03
10/2/2022,AUDUSD.fix,0.0004
10/2/2022,USDCHF.fix,0.0004
10/6/2022,USDJPY.fix,0.03
10/13/2022,EURJPY.fix,0.04
10/18/2022,XAUUSD.fix,0.8
10/19/2022,GBPUSD.fix,0.0003
10/25/2022,AUDUSD.fix,0.0004
11/9/2022,USDJPY.fix,0.03
12/4/2022,USDCAD.fix,0.0004
12/6/2022,EURGBP.fix,0.0003
12/13/2022,USDCHF.fix,0.0004
12/16/2022,USDJPY.fix,0.03
1/14/2023,XRPUSD.test,0.00102
2/2/2023,TWTUSD,0.001
9/13/2022,GBPUSD.fix,0.0003
9/14/2022,GBPJPY.fix,0.08
9/19/2022,EURJPY.fix,0.04
10/5/2022,XAGUSD.fix,0.06
10/23/2022,GBPUSD.fix,0.0003
10/26/2022,GBPUSD.fix,0.0003
10/28/2022,USDCHF.fix,0.0004
12/4/2022,EURJPY.fix,0.04
2/7/2023,TRXUSD,0.00024
2/19/2023,XRPUSD.test,0.00102
3/1/2023,TRXUSD,0.00024
7/29/2022,AUDUSD.fix,0.0004
7/29/2022,EURJPY.fix,0.04
8/2/2022,NZDUSD.fix,0.0004
8/4/2022,EURGBP.fix,0.0003
9/7/2022,GBPUSD.fix,0.0003
9/27/2022,GBPJPY.fix,0.08
10/9/2022,USDCAD.fix,0.0004
10/30/2022,GBPJPY.fix,0.08
11/23/2022,USDCAD.fix,0.0004
11/24/2022,EURGBP.fix,0.0003
12/9/2022,USDJPY.fix,0.03
12/20/2022,EURUSD.fix,0.0002
12/27/2022,XRPUSD.test,0.00102
1/16/2023,XRPUSD.test,0.00102
8/10/2022,NZDUSD.fix,0.0004
8/12/2022,AUDUSD.fix,0.0004
8/26/2022,GBPUSD.fix,0.0003
9/9/2022,USDCAD.fix,0.0004
9/28/2022,XAGUSD.fix,0.06
10/9/2022,AUDUSD.fix,0.0004
10/9/2022,NZDUSD.fix,0.0004
10/18/2022,EURJPY.fix,0.04
10/26/2022,USDCAD.fix,0.0004
10/30/2022,USDCAD.fix,0.0004
10/31/2022,USDJPY.fix,0.03
11/10/2022,GBPUSD.fix,0.0003
11/15/2022,XAUUSD.fix,0.8
11/21/2022,XAGUSD.fix,0.06
11/23/2022,XAUUSD.fix,0.8
12/13/2022,USDCAD.fix,0.0004
12/16/2022,XAGUSD.fix,0.06
12/18/2022,XAGUSD.fix,0.06
1/22/2023,TRXUSD,0.00024
1/23/2023,TWTUSD,0.001
1/29/2023,XRPUSD.test,0.00102
8/12/2022,USDJPY.fix,0.03
8/15/2022,EURUSD.fix,0.0002
9/14/2022,XAGUSD.fix,0.06
10/4/2022,GBPUSD.fix,0.0003
11/4/2022,XAGUSD.fix,0.06
11/21/2022,GBPUSD.fix,0.0003
12/7/2022,GBPJPY.fix,0.08
12/8/2022,GBPJPY.fix,0.08
12/11/2022,USDCAD.fix,0.0004
12/14/2022,EURGBP.fix,0.0003
12/21/2022,GBPJPY.fix,0.08
2/5/2023,XRPUSD.test,0.00102
8/28/2022,EURUSD.fix,0.0002
9/2/2022,USDCAD.fix,0.0004
9/5/2022,USDJPY.fix,0.03
9/8/2022,USDCHF.fix,0.0004
9/25/2022,AUDUSD.fix,0.0004
10/11/2022,USDCAD.fix,0.0004
10/17/2022,AUDUSD.fix,0.0004
11/7/2022,USDJPY.fix,0.03
11/13/2022,NZDUSD.fix,0.0004
11/28/2022,EURJPY.fix,0.04
12/6/2022,USDCHF.fix,0.0004
12/15/2022,XAGUSD.fix,0.06
7/31/2022,NZDUSD.fix,0.0004
8/4/2022,EURUSD.fix,0.0002
8/7/2022,USDCHF.fix,0.0004
8/31/2022,USDCHF.fix,0.0004
9/7/2022,EURJPY.fix,0.04
9/23/2022,AUDUSD.fix,0.0004
9/26/2022,EURGBP.fix,0.0003
9/29/2022,NZDUSD.fix,0.0004
10/9/2022,USDCHF.fix,0.0004
11/6/2022,USDCHF.fix,0.0004
11/17/2022,EURGBP.fix,0.0003
11/29/2022,USDCHF.fix,0.0004
12/2/2022,EURGBP.fix,0.0003
12/12/2022,EURGBP.fix,0.0003
12/12/2022,EURUSD.fix,0.0002
12/16/2022,EURGBP.fix,0.0003
1/28/2023,XRPUSD.test,0.00102
7/31/2022,XAUUSD.fix,0.8
8/30/2022,USDCAD.fix,0.0004
9/1/2022,USDCHF.fix,0.0004
9/12/2022,NZDUSD.fix,0.0004
9/18/2022,USDCHF.fix,0.0004
9/22/2022,EURJPY.fix,0.04
9/23/2022,XAGUSD.fix,0.06
10/26/2022,NZDUSD.fix,0.0004
10/27/2022,AUDUSD.fix,0.0004
11/2/2022,EURGBP.fix,0.0003
11/6/2022,USDJPY.fix,0.03
11/30/2022,EURUSD.fix,0.0002
12/6/2022,XAGUSD.fix,0.06
12/16/2022,USDCAD.fix,0.0004
8/3/2022,GBPUSD.fix,0.0003
8/16/2022,USDJPY.fix,0.03
8/29/2022,EURUSD.fix,0.0002
9/8/2022,EURGBP.fix,0.0003
9/21/2022,EURGBP.fix,0.0003
9/22/2022,EURGBP.fix,0.0003
9/25/2022,USDCHF.fix,0.0004
9/29/2022,USDJPY.fix,0.03
9/30/2022,EURJPY.fix,0.04
10/2/2022,NZDUSD.fix,0.0004
10/4/2022,EURGBP.fix,0.0003
10/5/2022,EURJPY.fix,0.04
10/6/2022,XAGUSD.fix,0.06
10/16/2022,USDJPY.fix,0.03
10/28/2022,EURGBP.fix,0.0003
11/4/2022,EURGBP.fix,0.0003
11/9/2022,NZDUSD.fix,0.0004
11/15/2022,XAGUSD.fix,0.06
11/18/2022,NZDUSD.fix,0.0004
11/20/2022,GBPUSD.fix,0.0003
11/24/2022,EURJPY.fix,0.04
11/30/2022,USDCAD.fix,0.0004
12/2/2022,GBPJPY.fix,0.08
12/9/2022,XRPUSD.test,0.00102
12/18/2022,XAUUSD.fix,0.8
2/24/2023,TRXUSD,0.00024
8/1/2022,XAUUSD.fix,0.8
